entri,entri_id,pola,basis_kandidat,basis_id,basis_jenis,sufiks
"bebal",3967,"R.purwa","bal",3341,"dasar",""
"bebali",3968,"R.purwa","bali",3400,"dasar",""
"bebali",3968,"R.purwa","bal",3341,"dasar","-i"
"bebalun",3969,"R.purwa","balun",3439,"dasar",""
"beban (1)",3970,"R.purwa","ban",3465,"dasar",""
"beban (2)",3971,"R.purwa","ban",3465,"dasar",""
"bebandos",3972,"R.purwa","bandos",3516,"dasar",""
"bebangkit",3974,"R.purwa","bangkit",3574,"dasar",""
"bebar",3975,"R.purwa","bar",3674,"dasar",""
"bebarongan",3976,"R.purwa","barongan",46199,"turunan",""
"bebarongan",3976,"R.purwa","barong",3752,"dasar","-an"
"bebaru",3977,"R.purwa","baru",3762,"dasar",""
"bebas",3978,"R.purwa","bas",3782,"dasar",""
"Bebaso",3981,"R.purwa","baso",3822,"dasar",""
"bebat",3982,"R.purwa","bat",3832,"dasar",""
"bebe",3983,"R.purwa","be",3962,"dasar",""
"bebek (1)",3984,"R.purwa","bek",4072,"dasar",""
"bebek (2)",3985,"R.purwa","bek",4072,"dasar",""
"bebekel",3987,"R.purwa","bekel",4090,"dasar",""
"bebeksan",3989,"R.purwa","beksan",4102,"dasar",""
"bebel",3990,"R.purwa","bel",4109,"dasar",""
"bebenah",3991,"R.purwa","benah",4349,"dasar",""
"beberapa",3993,"R.purwa","berapa",4591,"dasar",""
"beberas",3994,"R.purwa","beras",4592,"dasar",""
"beberok",3995,"R.purwa","berok",4665,"dasar",""
"bebesaran",3996,"R.purwa","besaran",47642,"turunan",""
"bebesaran",3996,"R.purwa","besar",4721,"dasar","-an"
"bebi",3997,"R.purwa","bi",4808,"dasar",""
"bebodoran",3998,"R.purwa","bodoran",48293,"turunan",""
"bebodoran",3998,"R.purwa","bodor",5264,"dasar","-an"
"bebondresan",3999,"R.purwa","bondres",5362,"dasar","-an"
"bebotoh",4000,"R.purwa","botoh",5462,"dasar",""
"bebuku",4002,"R.purwa","buku",5666,"dasar",""
"bebuku",4002,"R.purwa","bu",5558,"dasar","-ku"
"bebuyutan",4004,"R.purwa","buyutan",49485,"turunan",""
"bebuyutan",4004,"R.purwa","buyut",5896,"dasar","-an"
"bela",4110,"-el-","ba",3022,"dasar",""
"bela",4111,"-el-","ba",3022,"dasar",""
"belabar",4112,"-el-","babar",3045,"dasar",""
"belabas",4113,"-el-","babas",3047,"prakategorial",""
"belacak",4114,"-el-","bacak",3075,"dasar",""
"belada",4118,"-el-","bada",3092,"dasar",""
"beladau",4119,"-el-","badau",3112,"dasar",""
"beladu",4120,"-el-","badu",3125,"dasar",""
"belah (1)",4121,"-el-","bah",3176,"dasar",""
"Belah (2)",4122,"-el-","bah",3176,"dasar",""
"belai (1)",4125,"-el-","ba",3022,"dasar","-i"
"belai (2)",4126,"-el-","ba",3022,"dasar","-i"
"belai (3)",4127,"-el-","ba",3022,"dasar","-i"
"belak",4128,"-el-","bak",3266,"dasar",""
"belaka",4129,"-el-","baka",3269,"dasar",""
"belako",4132,"-el-","bako",3308,"dasar",""
"belalah",4133,"-el-","balah",3351,"dasar",""
"belalah",4133,"-el-","ba",3022,"dasar","-lah"
"belalai",4134,"-el-","balai",3353,"dasar",""
"belalai",4134,"-el-","bala",3346,"dasar","-i"
"belalak",4135,"-el-","balak",3360,"dasar",""
"belalang (1)",4136,"-el-","balang",3372,"dasar",""
"belam (2)",4139,"-el-","bam",3453,"dasar",""
"belam (3)",4140,"-el-","bam",3453,"dasar",""
"belambang",4142,"-el-","bambang",3457,"dasar",""
"belan",4143,"-el-","ban",3465,"dasar",""
"Belanda",4145,"-el-","banda",3487,"dasar",""
"belandang",4146,"-el-","bandang",3493,"dasar",""
"belandar",4147,"-el-","bandar",3495,"dasar",""
"belandung (1)",4149,"-el-","bandung",3527,"dasar",""
"belandung (2)",4150,"-el-","bandung",3527,"dasar",""
"belang",4151,"-el-","bang",3531,"dasar",""
"belanga",4152,"-el-","banga",3534,"dasar",""
"belangir",4154,"-el-","bangir",3552,"dasar",""
"belangkas (1)",4155,"-el-","bangkas",3566,"dasar",""
"belangkas (2)",4156,"-el-","bangkas",3566,"dasar",""
"belantai",4160,"-el-","bantai",3630,"dasar",""
"belantai",4160,"-el-","banta",3627,"dasar","-i"
"belarak",4169,"-el-","barak",3683,"dasar",""
"belas (1)",4170,"-el-","bas",3782,"dasar",""
"belas (2)",4171,"-el-","bas",3782,"dasar",""
"belasah",4172,"-el-","basah",3788,"dasar",""
"belat (1)",4176,"-el-","bat",3832,"dasar",""
"belat (2)",4177,"-el-","bat",3832,"dasar",""
"belata",4178,"-el-","bata",3833,"dasar",""
"belati (1)",4182,"-el-","bati",3861,"prakategorial",""
"belati (1)",4182,"-el-","bat",3832,"dasar","-i"
"belati (2)",4183,"-el-","bati",3861,"prakategorial",""
"belati (2)",4183,"-el-","bat",3832,"dasar","-i"
"belatik",4184,"-el-","batik",3864,"dasar",""
"belatuk",4185,"-el-","batuk",3890,"dasar",""
"belatung",4186,"-el-","batung",3892,"dasar",""
"belau (1)",4187,"-el-","bau",3898,"dasar",""
"belau (2)",4188,"-el-","bau",3898,"dasar",""
"belawa",4190,"-el-","bawa",3914,"dasar",""
"belebas",4193,"-el-","bebas",3978,"dasar",""
"belebat (1)",4194,"-el-","bebat",3982,"dasar",""
"belebat (2)",4195,"-el-","bebat",3982,"dasar",""
"belebat (3)",4196,"-el-","bebat",3982,"dasar",""
"belecak",4197,"-el-","becak",4005,"dasar",""
"beleda",4198,"-el-","beda",4013,"dasar",""
"belek (1)",4207,"-el-","bek",4072,"dasar",""
"belek (1)",4205,"-el-","bek",4072,"dasar",""
"belek (2)",4206,"-el-","bek",4072,"dasar",""
"belel",4211,"-el-","bel",4109,"dasar",""
"belelang (2)",4213,"-el-","belang",4151,"dasar",""
"belencong (1)",4215,"-el-","bencong",4365,"dasar",""
"belencong (2)",4216,"-el-","bencong",4365,"dasar",""
"belendung",4218,"-el-","bendung",4398,"dasar",""
"belengkok",4223,"-el-","bengkok",4450,"dasar",""
"belengkong",4224,"-el-","bengkong",4454,"dasar",""
"belera",4229,"-el-","bera",4544,"dasar",""
"belerang",4231,"-el-","berang",4568,"dasar",""
"belerong",4232,"-el-","berong",4675,"dasar",""
"beli",4234,"-el-","bi",4808,"dasar",""
"belia",4235,"-el-","bia",4810,"dasar",""
"belian (1)",4237,"-el-","bi",4808,"dasar","-an"
"belian (2)",4238,"-el-","bi",4808,"dasar","-an"
"beliau",4239,"-el-","biau",4839,"prakategorial",""
"belida",4245,"-el-","bida",4866,"dasar",""
"beligat",4246,"-el-","bigat",4906,"dasar",""
"belik",4249,"-el-","bik",4922,"dasar",""
"belikan",4250,"-el-","bi",4808,"dasar","-kan"
"beliku",4252,"-el-","biku",4938,"dasar",""
"beliku",4252,"-el-","bi",4808,"dasar","-ku"
"belimbing (1)",4254,"-el-","bimbing",4984,"dasar",""
"belimbing (2)",4255,"-el-","bimbing",4984,"dasar",""
"belintang",4264,"-el-","bintang",5040,"dasar",""
"belis (1)",4265,"-el-","bis",5148,"dasar",""
"belis (2)",4266,"-el-","bis",5148,"dasar",""
"belit",4267,"-el-","bit",5180,"dasar",""
"beliut",4271,"-el-","biut",5193,"dasar",""
"belodok (1)",4275,"-el-","bodok",5261,"dasar",""
"belodok (2)",4276,"-el-","bodok",5261,"dasar",""
"belolong",4285,"-el-","bolong",5320,"dasar",""
"belon",4286,"-el-","bon",5345,"dasar",""
"belontok",4294,"-el-","bontok",5403,"dasar",""
"beluan",4301,"-el-","bu",5558,"dasar","-an"
"belubu",4303,"-el-","bubu",5580,"dasar",""
"belubur (1)",4304,"-el-","bubur",5595,"dasar",""
"belubur (2)",4305,"-el-","bubur",5595,"dasar",""
"beludak (1)",4306,"-el-","budak",5603,"dasar",""
"beluk (1)",4312,"-el-","buk",5652,"dasar",""
"beluk (2)",4313,"-el-","buk",5652,"dasar",""
"beluk (3)",4314,"-el-","buk",5652,"dasar",""
"beluku",4318,"-el-","buku",5666,"dasar",""
"beluku",4318,"-el-","bu",5558,"dasar","-ku"
"belukut",4319,"-el-","bukut",5669,"dasar",""
"belulang",4320,"-el-","bulang",5676,"dasar",""
"beluluk",4321,"-el-","buluk",5702,"dasar",""
"belum",4323,"-el-","bum",5710,"dasar",""
"belungkang",4324,"-el-","bungkang",5759,"dasar",""
"belur",4329,"-el-","bur",5802,"dasar",""
"beluru (1)",4330,"-el-","buru",5838,"dasar",""
"beluru (2)",4331,"-el-","buru",5838,"dasar",""
"belus",4332,"-el-","bus",5849,"dasar",""
"belusuk",4333,"-el-","busuk",5863,"dasar",""
"bera (1)",4544,"-er-","ba",3022,"dasar",""
"bera (2)",4545,"-er-","ba",3022,"dasar",""
"berabe",4546,"-er-","babe",3053,"dasar",""
"beragan",4547,"-er-","bagan",3148,"dasar",""
"berahi",4548,"-er-","bah",3176,"dasar","-i"
"beraja",4550,"-er-","baja",3243,"dasar",""
"berak",4552,"-er-","bak",3266,"dasar",""
"berakah",4553,"-er-","ba",3022,"dasar","-kah"
"beram (1)",4556,"-er-","bam",3453,"dasar",""
"beram (2)",4557,"-er-","bam",3453,"dasar",""
"berambang",4558,"-er-","bambang",3457,"dasar",""
"beranang",4561,"-er-","banang",3468,"dasar",""
"beranda",4562,"-er-","banda",3487,"dasar",""
"berandang (1)",4564,"-er-","bandang",3493,"dasar",""
"berandang (2)",4565,"-er-","bandang",3493,"dasar",""
"berang (1)",4566,"-er-","bang",3531,"dasar",""
"berang (1)",4567,"-er-","bang",3531,"dasar",""
"berang (2)",4568,"-er-","bang",3531,"dasar",""
"berangai",4569,"-er-","bangai",3535,"prakategorial",""
"berangai",4569,"-er-","banga",3534,"dasar","-i"
"berangan (1)",4570,"-er-","bangan",3536,"dasar",""
"berangan (1)",4570,"-er-","bang",3531,"dasar","-an"
"berangan (2)",4571,"-er-","bangan",3536,"dasar",""
"berangan (2)",4571,"-er-","bang",3531,"dasar","-an"
"berangan (3)",4572,"-er-","bangan",3536,"dasar",""
"berangan (3)",4572,"-er-","bang",3531,"dasar","-an"
"berangas (1)",4573,"-er-","bangas",3542,"dasar",""
"berangas (2)",4574,"-er-","bangas",3542,"dasar",""
"berangas (3)",4575,"-er-","bangas",3542,"dasar",""
"berangasan",4576,"-er-","bangas",3542,"dasar","-an"
"berangga",4578,"-er-","bangga",3549,"dasar",""
"berangka",4579,"-er-","bangka",3553,"dasar",""
"berangkal",4580,"-er-","bangkal",3558,"dasar",""
"berangus",4585,"-er-","bangus",3604,"dasar",""
"berani",4586,"-er-","bani",3605,"dasar",""
"berani",4586,"-er-","ban",3465,"dasar","-i"
"beranta",4587,"-er-","banta",3627,"dasar",""
"beranya",4590,"-er-","ba",3022,"dasar","-nya"
"berapa",4591,"-er-","bapa",3663,"dasar",""
"beras",4592,"-er-","bas",3782,"dasar",""
"berat",4595,"-er-","bat",3832,"dasar",""
"beredel",4600,"-er-","bedel",4028,"dasar",""
"beregu",4601,"-er-","begu",4061,"dasar",""
"beremban",4603,"-er-","bemban",4337,"dasar",""
"berenggil",4610,"-er-","benggil",4416,"dasar",""
"berentang",4615,"-er-","bentang",4493,"dasar",""
"bereo",4616,"-er-","beo",4541,"dasar",""
"beret",4620,"-er-","bet",4757,"dasar",""
"beret",4621,"-er-","bet",4757,"dasar",""
"berewok",4622,"-er-","bewok",4804,"dasar",""
"beri",4628,"-er-","bi",4808,"dasar",""
"beriang",4629,"-er-","biang",4824,"dasar",""
"berida",4632,"-er-","bida",4866,"dasar",""
"berik",4633,"-er-","bik",4922,"dasar",""
"Berik",4634,"-er-","bik",4922,"dasar",""
"beringas",4638,"-er-","bingas",5019,"dasar",""
"berisik",4643,"-er-","bisik",5165,"dasar",""
"berita",4644,"-er-","bita",5181,"dasar",""
"beroga",4664,"-er-","boga",5267,"dasar",""
"berombai",4669,"-er-","bombai",5335,"dasar",""
"beronang",4671,"-er-","bonang",5351,"dasar",""
"berondong (1)",4673,"-er-","bondong",5360,"dasar",""
"berondong (2)",4674,"-er-","bondong",5360,"dasar",""
"berong",4675,"-er-","bong",5364,"dasar",""
"berongsang",4677,"-er-","bongsang",5393,"dasar",""
"berontak",4682,"-er-","bontak",5399,"dasar",""
"beroti",4684,"-er-","bot",5451,"dasar","-i"
"beroya",4685,"-er-","boya",5472,"dasar",""
"beru",4696,"-er-","bu",5558,"dasar",""
"beruang",4697,"-er-","buang",5567,"dasar",""
"beruas",4698,"-er-","buas",5572,"dasar",""
"berubuh",4699,"-er-","bubuh",5582,"dasar",""
"berudu",4700,"-er-","budu",5616,"dasar",""
"berui",4702,"-er-","bui",5634,"dasar",""
"berui",4702,"-er-","bu",5558,"dasar","-i"
"berujul",4704,"-er-","bujul",5647,"dasar",""
"beruk (1)",4705,"-er-","buk",5652,"dasar",""
"beruk (2)",4706,"-er-","buk",5652,"dasar",""
"berumbung (1)",4708,"-er-","bumbung",5717,"dasar",""
"berumbung (2)",4709,"-er-","bumbung",5717,"dasar",""
"berunai",4710,"-er-","buna",5730,"dasar","-i"
"beruri",4714,"-er-","bur",5802,"dasar","-i"
"berus",4715,"-er-","bus",5849,"dasar",""
"bina (1)",4988,"-in-","ba",3022,"dasar",""
"bina (2)",4989,"-in-","ba",3022,"dasar",""
"binal",4991,"-in-","bal",3341,"dasar",""
"binar",4992,"-in-","bar",3674,"dasar",""
"binara",4993,"-in-","bara",3675,"dasar",""
"binari",4996,"-in-","bari",3723,"dasar",""
"binari",4996,"-in-","bar",3674,"dasar","-i"
"binasa",4997,"-in-","basa",3785,"dasar",""
"binatak",4998,"-in-","batak",3839,"dasar",""
"binatang",4999,"-in-","batang",3846,"dasar",""
"binatu",5000,"-in-","batu",3887,"dasar",""
"binawah",5001,"-in-","bawah",3916,"dasar",""
"bineka",5015,"-in-","beka",4073,"dasar",""
