entri,entri_id,pola,basis_kandidat,basis_id,basis_jenis,sufiks
"meram",24324,"-er-","mam",23268,"dasar",""
"merambung",24326,"-er-","mambung",23299,"dasar",""
"merana",24327,"-er-","mana",23316,"dasar",""
"merang",24328,"-er-","mang",23396,"dasar",""
"merangsi",24330,"-er-","mangsi",23441,"dasar",""
"merangu",24331,"-er-","mangu",23442,"prakategorial",""
"meranti",24332,"-er-","manti",23500,"dasar",""
"merasi",24335,"-er-","mas",23650,"dasar","-i"
"merat",24336,"-er-","mat",23746,"dasar",""
"merbah",24339,"-er-","mbah",23865,"dasar",""
"merbak",24340,"-er-","mbak",23866,"dasar",""
"merek",24361,"-er-","mek",23979,"dasar",""
"merekan",24363,"-er-","mekan",23981,"dasar",""
"meres",24367,"-er-","mes",24436,"dasar",""
"meri",24372,"-er-","mi",24573,"dasar",""
"meriang",24375,"-er-","miang",24576,"dasar",""
"meridian",24378,"-er-","midi",24581,"dasar","-an"
"merik",24381,"-er-","mik",24596,"dasar",""
"merikan",24382,"-er-","mi",24573,"dasar","-kan"
"meristik",24391,"-er-","mistik",24839,"dasar",""
"meru",24427,"-er-","mu",25137,"dasar",""
"merual",24429,"-er-","mual",25143,"dasar",""
"mina (1)",24728,"-in-","ma",22846,"dasar",""
"mina (2)",24729,"-in-","ma",22846,"dasar",""
"mina (3)",24730,"-in-","ma",22846,"dasar",""
"Mina (4)",24731,"-in-","ma",22846,"dasar",""
"Mina (5)",24732,"-in-","ma",22846,"dasar",""
"mina (6)",24733,"-in-","ma",22846,"dasar",""
"minantu",24736,"-in-","mantu",23509,"dasar",""
"minaret",24737,"-in-","maret",23563,"dasar",""
"minat",24738,"-in-","mat",23746,"dasar",""
"minatu",24739,"-in-","matu",23796,"dasar",""
"mini (1)",24755,"-in-","mi",24573,"dasar",""
"minim",24764,"-in-","mim",24714,"dasar",""
"minus",24782,"-in-","mus",25447,"dasar",""
"nenas",25891,"R.purwa","nas",25732,"dasar",""
"nenek",25894,"R.purwa","nek",25854,"dasar",""
"nenenda",25897,"R.purwa","nenda",25892,"dasar",""
"neraka",25943,"-er-","naka",25647,"prakategorial",""
"nini",26063,"-in-","ni",26012,"dasar",""
"ninik",26064,"-in-","nik",26036,"dasar",""
"pelagas",28229,"-el-","pagas",27119,"prakategorial",""
"pelah",28234,"-el-","pah",27136,"dasar",""
"pelak (1)",28235,"-el-","pak",27170,"dasar",""
"pelak (1)",28237,"-el-","pak",27170,"dasar",""
"pelak (2)",28236,"-el-","pak",27170,"dasar",""
"pelalah",28238,"-el-","pa",27046,"dasar","-lah"
"pelampang",28240,"-el-","pampang",27351,"prakategorial",""
"pelan",28245,"-el-","pan",27359,"dasar",""
"pelan",28244,"-el-","pan",27359,"dasar",""
"pelana",28246,"-el-","pana",27361,"prakategorial",""
"pelancar",28247,"-el-","pancar",27390,"dasar",""
"pelangkin (1)",28256,"-el-","pangkin",27476,"dasar",""
"pelangkin (2)",28257,"-el-","pangkin",27476,"dasar",""
"pelantar",28259,"-el-","pantar",27547,"dasar",""
"pelapah",28261,"-el-","papah",27587,"prakategorial",""
"pelari",28262,"-el-","pari",27762,"dasar",""
"pelari",28262,"-el-","par",27620,"dasar","-i"
"pelas",28264,"-el-","pas",27849,"dasar",""
"pelasah",28265,"-el-","pasah",27853,"dasar",""
"pelasik",28266,"-el-","pasik",27904,"dasar",""
"pelatuk (1)",28272,"-el-","patuk",28024,"dasar",""
"pelatuk (2)",28273,"-el-","patuk",28024,"dasar",""
"pelayangan",28277,"-el-","payang",28054,"prakategorial","-an"
"pelayon",28278,"-el-","payon",28059,"dasar",""
"pelek",28290,"-el-","pek",28174,"dasar",""
"pelekat",28291,"-el-","pekat",28190,"dasar",""
"pelekuk",28293,"-el-","pekuk",28218,"dasar",""
"pelepah",28303,"-el-","pepah",28568,"dasar",""
"peles",28304,"-el-","pes",28980,"dasar",""
"pelet (1)",28310,"-el-","pet",29022,"dasar",""
"pelet (2)",28311,"-el-","pet",29022,"dasar",""
"peletik",28313,"-el-","petik",29063,"dasar",""
"peleting",28314,"-el-","peting",29068,"prakategorial",""
"pelias",28316,"-el-","pias",29135,"dasar",""
"pelikan",28320,"-el-","pi",29114,"dasar","-kan"
"pelipis",28326,"-el-","pipis",29308,"prakategorial",""
"pelir",28327,"-el-","pir",29315,"dasar",""
"pelisit",28329,"-el-","pisit",29375,"dasar",""
"pelit",28330,"-el-","pit",29387,"dasar",""
"pelita",28331,"-el-","pita",29389,"dasar",""
"pelo",28333,"-el-","po",29551,"dasar",""
"pelojok",28336,"-el-","pojok",29576,"dasar",""
"pelok (1)",28337,"-el-","pok",29577,"dasar",""
"pelok (2)",28338,"-el-","pok",29577,"dasar",""
"pelonco (1)",28339,"-el-","ponco",29729,"dasar",""
"pelonco (2)",28340,"-el-","ponco",29729,"dasar",""
"pelopor",28343,"-el-","popor",29771,"dasar",""
"pelulut",28361,"-el-","pulut",30429,"dasar",""
"pelupuh",28364,"-el-","pupuh",30499,"dasar",""
"pelupuk",28365,"-el-","pupuk",30500,"dasar",""
"peluru",28366,"-el-","puru",30550,"dasar",""
"pelus",28367,"-el-","pus",30561,"dasar",""
"pemair",28370,"-em-","pair",27158,"dasar",""
"pemali",28372,"-em-","pali",27297,"dasar",""
"pemali",28372,"-em-","pal",27225,"dasar","-i"
"pematah",28376,"-em-","patah",27946,"dasar",""
"pematah",28376,"-em-","pa",27046,"dasar","-tah"
"pematang",28377,"-em-","patang",27949,"dasar",""
"pemayang",28378,"-em-","payang",28054,"prakategorial",""
"pemendak",28382,"-em-","pendak",28428,"dasar",""
"pemindang",28385,"-em-","pindang",29258,"dasar",""
"peminggir",28386,"-em-","pinggir",29268,"dasar",""
"pemudi",28389,"-em-","pudi",30356,"dasar",""
"pemungkas",28391,"-em-","pungkas",30466,"prakategorial",""
"pemure",28393,"-em-","pure",30521,"dasar",""
"pepagan",28567,"R.purwa","pagan",27116,"dasar",""
"pepah",28568,"R.purwa","pah",27136,"dasar",""
"pepak (1)",28569,"R.purwa","pak",27170,"dasar",""
"pepak (2)",28570,"R.purwa","pak",27170,"dasar",""
"pepaku",28571,"R.purwa","paku",27219,"dasar",""
"pepaku",28571,"R.purwa","pa",27046,"dasar","-ku"
"pepare",28572,"R.purwa","pare",27749,"dasar",""
"peparu",28573,"R.purwa","paru",27838,"prakategorial",""
"pepas",28574,"R.purwa","pas",27849,"dasar",""
"pepatah",28576,"R.purwa","patah",27946,"dasar",""
"pepatah",28576,"R.purwa","pa",27046,"dasar","-tah"
"pepaya",28577,"R.purwa","paya",28050,"dasar",""
"pepe (1)",28578,"R.purwa","pe",28063,"dasar",""
"pepe (2)",28579,"R.purwa","pe",28063,"dasar",""
"pepek",28580,"R.purwa","pek",28174,"dasar",""
"pepek (1)",28581,"R.purwa","pek",28174,"dasar",""
"pepek (2)",28582,"R.purwa","pek",28174,"dasar",""
"pepek (3)",28583,"R.purwa","pek",28174,"dasar",""
"peper (2)",28586,"R.purwa","per",28609,"dasar",""
"pepera",28589,"R.purwa","pera",28618,"dasar",""
"pepes",28588,"R.purwa","pes",28980,"dasar",""
"pepet",28590,"R.purwa","pet",29022,"dasar",""
"pepet (1)",28591,"R.purwa","pet",29022,"dasar",""
"pepet (2)",28592,"R.purwa","pet",29022,"dasar",""
"pepetek",28593,"R.purwa","petek",29052,"dasar",""
"pepunden",28605,"R.purwa","punden",30446,"dasar",""
"pepung",28606,"R.purwa","pung",30453,"dasar",""
"peputut",28607,"R.purwa","putut",30625,"dasar",""
"pera",28618,"-er-","pa",27046,"dasar",""
"perada",28621,"-er-","pada",27082,"dasar",""
"perai (1)",28627,"-er-","pai",27153,"dasar",""
"perai (1)",28627,"-er-","pa",27046,"dasar","-i"
"perai (2)",28628,"-er-","pai",27153,"dasar",""
"perai (2)",28628,"-er-","pa",27046,"dasar","-i"
"perak",28631,"-er-","pak",27170,"dasar",""
"peran (1)",28638,"-er-","pan",27359,"dasar",""
"peran (2)",28639,"-er-","pan",27359,"dasar",""
"perancit",28643,"-er-","pancit",27409,"prakategorial",""
"peranggang",28648,"-er-","panggang",27453,"dasar",""
"peranggu",28650,"-er-","panggu",27460,"dasar",""
"perangkat",28653,"-er-","pangkat",27472,"dasar",""
"peranti",28656,"-er-","panti",27560,"dasar",""
"peras (1)",28660,"-er-","pas",27849,"dasar",""
"peras (2)",28661,"-er-","pas",27849,"dasar",""
"peras (3)",28662,"-er-","pas",27849,"dasar",""
"perasat",28663,"-er-","pasat",27871,"dasar",""
"perasukan",28665,"-er-","pasukan",74356,"turunan",""
"perasukan",28665,"-er-","pasu",27937,"dasar","-kan"
"pere",28697,"-er-","pe",28063,"dasar",""
"perei",28701,"-er-","pei",28166,"dasar",""
"perei",28701,"-er-","pe",28063,"dasar","-i"
"perekik",28702,"-er-","pekik",28197,"dasar",""
"perepat (1)",28712,"-er-","pepat",28575,"dasar",""
"perepat (2)",28713,"-er-","pepat",28575,"dasar",""
"peres",28714,"-er-","pes",28980,"dasar",""
"peretel",28718,"-er-","petel",29054,"dasar",""
"peri (1)",28738,"-er-","pi",29114,"dasar",""
"peri (2)",28739,"-er-","pi",29114,"dasar",""
"peri (3)",28740,"-er-","pi",29114,"dasar",""
"peri (4)",28741,"-er-","pi",29114,"dasar",""
"perian",28743,"-er-","pi",29114,"dasar","-an"
"periang",28744,"-er-","piang",29125,"dasar",""
"peridi",28748,"-er-","pidi",29157,"prakategorial",""
"perimpin",28773,"-er-","pimpin",29232,"dasar",""
"perimping (1)",28774,"-er-","pimping",29233,"dasar",""
"perimping (2)",28775,"-er-","pimping",29233,"dasar",""
"perin",28776,"-er-","pin",29235,"dasar",""
"peringgan",28787,"-er-","pinggan",29266,"dasar",""
"perintah",28792,"-er-","pin",29235,"dasar","-tah"
"perit (1)",28813,"-er-","pit",29387,"dasar",""
"perit (2)",28814,"-er-","pit",29387,"dasar",""
"perlak (1)",28838,"-er-","plak",29426,"dasar",""
"perlak (2)",28839,"-er-","plak",29426,"dasar",""
"peroi",28885,"-er-","po",29551,"dasar","-i"
"peron",28891,"-er-","pon",29727,"dasar",""
"perop",28894,"-er-","pop",29762,"dasar",""
"perot",28897,"-er-","pot",29838,"dasar",""
"peruan",28955,"-er-","puan",30328,"dasar",""
"perun",28965,"-er-","pun",30434,"dasar",""
"perunjung",28967,"-er-","punjung",30477,"prakategorial",""
"perupuk (1)",28968,"-er-","pupuk",30500,"dasar",""
"perupuk (2)",28969,"-er-","pupuk",30500,"dasar",""
"perus",28970,"-er-","pus",30561,"dasar",""
"pinak",29236,"-in-","pak",27170,"dasar",""
"pinar",29243,"-in-","par",27620,"dasar",""
"pinas",29244,"-in-","pas",27849,"dasar",""
"pines",29262,"-in-","pes",28980,"dasar",""
"pinis (1)",29278,"-in-","pis",29363,"dasar",""
"pinis (2)",29279,"-in-","pis",29363,"dasar",""
"pinisi",29281,"-in-","pis",29363,"dasar","-i"
"pinus",29297,"-in-","pus",30561,"dasar",""
"rela",31493,"-el-","ra",30658,"dasar",""
"relai",31494,"-el-","rai",30830,"dasar",""
"relai",31494,"-el-","ra",30658,"dasar","-i"
"relai (1)",31495,"-el-","rai",30830,"dasar",""
"relai (1)",31495,"-el-","ra",30658,"dasar","-i"
"relai (2)",31496,"-el-","rai",30830,"dasar",""
"relai (2)",31496,"-el-","ra",30658,"dasar","-i"
"relaksasi",31498,"-el-","raksasi",30879,"dasar",""
"relang (1)",31499,"-el-","rang",31004,"dasar",""
"relang (2)",31500,"-el-","rang",31004,"dasar",""
"relap",31501,"-el-","rap",31104,"dasar",""
"relas",31502,"-el-","ras",31134,"dasar",""
"relasi",31503,"-el-","rasi",31150,"dasar",""
"relasi",31503,"-el-","ras",31134,"dasar","-i"
"relau",31509,"-el-","rau",31192,"dasar",""
"relawan",31510,"-el-","rawan",31209,"prakategorial",""
"relevansi",31513,"-el-","revans",31962,"dasar","-i"
"reluh",31524,"-el-","ruh",32400,"dasar",""
"rema",31529,"-em-","ra",30658,"dasar",""
"remai",31533,"-em-","rai",30830,"dasar",""
"remai",31533,"-em-","ra",30658,"dasar","-i"
"remaja",31534,"-em-","raja",30837,"dasar",""
"remak",31535,"-em-","rak",30854,"dasar",""
"remang (1)",31537,"-em-","rang",31004,"dasar",""
"remang (4)",31540,"-em-","rang",31004,"dasar",""
"remas",31541,"-em-","ras",31134,"dasar",""
"remet",31571,"-em-","ret",31906,"dasar",""
"remet",31572,"-em-","ret",31906,"dasar",""
"remet",31570,"-em-","ret",31906,"dasar",""
"remiak",31574,"-em-","riak",31992,"dasar",""
"remisi",31580,"-em-","risi",32134,"dasar",""
"remo",31581,"-em-","ro",32163,"dasar",""
"remoh",31582,"-em-","roh",32193,"dasar",""
"rerak",31801,"R.purwa","rak",30854,"dasar",""
"rerak",31801,"-er-","rak",30854,"dasar",""
"reramuan",31802,"R.purwa","ramuan",77694,"turunan",""
"reramuan",31802,"-er-","ramuan",77694,"turunan",""
"reramuan",31802,"R.purwa","ramu",30955,"dasar","-an"
"reramuan",31802,"-er-","ramu",30955,"dasar","-an"
"rerangka",31803,"R.purwa","rangka",31032,"dasar",""
"rerangka",31803,"-er-","rangka",31032,"dasar",""
"reranting",31804,"R.purwa","ranting",31094,"dasar",""
"reranting",31804,"-er-","ranting",31094,"dasar",""
"reras",31805,"R.purwa","ras",31134,"dasar",""
"reras",31805,"-er-","ras",31134,"dasar",""
"rerata",31806,"R.purwa","rata",31177,"dasar",""
"rerata",31806,"-er-","rata",31177,"dasar",""
"rerongkong",31807,"R.purwa","rongkong",32288,"dasar",""
"rerongkong",31807,"-er-","rongkong",32288,"dasar",""
"rerugi",31809,"R.purwa","rugi",32398,"dasar",""
"rerugi",31809,"-er-","rugi",32398,"dasar",""
"reruku",31810,"R.purwa","ruku",32418,"prakategorial",""
"reruku",31810,"-er-","ruku",32418,"prakategorial",""
"reruku",31810,"R.purwa","ru",32337,"dasar","-ku"
"reruku",31810,"-er-","ru",32337,"dasar","-ku"
"rerumputan",31811,"R.purwa","rumput",32459,"dasar","-an"
"rerumputan",31811,"-er-","rumput",32459,"dasar","-an"
"reruntuk",31812,"R.purwa","runtuk",32499,"dasar",""
"reruntuk",31812,"-er-","runtuk",32499,"dasar",""
"rinai (1)",32071,"-in-","rai",30830,"dasar",""
"rinai (1)",32071,"-in-","ra",30658,"dasar","-i"
"rinai (2)",32072,"-in-","rai",30830,"dasar",""
"rinai (2)",32072,"-in-","ra",30658,"dasar","-i"
"sela",33716,"-el-","sa",32546,"dasar",""
"sela (1)",33717,"-el-","sa",32546,"dasar",""
"sela (2)",33718,"-el-","sa",32546,"dasar",""
"sela (3)",33719,"-el-","sa",32546,"dasar",""
"sela (4)",33720,"-el-","sa",32546,"dasar",""
"selabar",33721,"-el-","sabar",32563,"dasar",""
"seladang (1)",33725,"-el-","sadang",32605,"dasar",""
"seladang (2)",33726,"-el-","sadang",32605,"dasar",""
"selai",33730,"-el-","sai",32694,"dasar",""
"selai",33730,"-el-","sa",32546,"dasar","-i"
"selak",33733,"-el-","sak",32719,"dasar",""
"selak (1)",33734,"-el-","sak",32719,"dasar",""
"selak (2)",33735,"-el-","sak",32719,"dasar",""
"selak (3)",33736,"-el-","sak",32719,"dasar",""
"selak (4)",33737,"-el-","sak",32719,"dasar",""
"selaka (1)",33738,"-el-","saka",32721,"dasar",""
"selaka (2)",33739,"-el-","saka",32721,"dasar",""
"selaku",33743,"-el-","saku",32784,"dasar",""
"selaku",33743,"-el-","sa",32546,"dasar","-ku"
"selamba",33748,"-el-","samba",32893,"dasar",""
"selampai (1)",33749,"-el-","sampai",32941,"dasar",""
"selampai (1)",33749,"-el-","sampa",32938,"dasar","-i"
"selampai (2)",33750,"-el-","sampai",32941,"dasar",""
"selampai (2)",33750,"-el-","sampa",32938,"dasar","-i"
"selampek",33752,"-el-","sampek",32957,"dasar",""
"selampuri",33756,"-el-","sampur",32976,"dasar","-i"
"selandang",33761,"-el-","sandang",33009,"dasar",""
"selang (1)",33762,"-el-","sang",33026,"dasar",""
"selang (2)",33763,"-el-","sang",33026,"dasar",""
"selang (3)",33764,"-el-","sang",33026,"dasar",""
"selang (4)",33765,"-el-","sang",33026,"dasar",""
"selang (5)",33766,"-el-","sang",33026,"dasar",""
"selangat",33767,"-el-","sangat",33037,"dasar",""
"selangka",33768,"-el-","sangka",33067,"dasar",""
"selanting",33774,"-el-","santing",33133,"dasar",""
"selap",33775,"-el-","sap",33147,"dasar",""
"selapa",33776,"-el-","sapa",33149,"dasar",""
"selapan",33777,"-el-","sap",33147,"dasar","-an"
"selaput",33778,"-el-","saput",33184,"dasar",""
"selar (1)",33779,"-el-","sar",33186,"dasar",""
"selar (2)",33780,"-el-","sar",33186,"dasar",""
"selara (1)",33782,"-el-","sara",33188,"dasar",""
"selara (2)",33783,"-el-","sara",33188,"dasar",""
"selara (3)",33784,"-el-","sara",33188,"dasar",""
"selarak",33785,"-el-","sarak",33196,"dasar",""
"selarung",33787,"-el-","sarung",33274,"dasar",""
"Selasa",33788,"-el-","sasa",33279,"dasar",""
"selasar",33789,"-el-","sasar",33293,"dasar",""
"selat (1)",33791,"-el-","sat",33307,"dasar",""
"selat (2)",33792,"-el-","sat",33307,"dasar",""
"Selatan",33793,"-el-","sat",33307,"dasar","-an"
"selawah",33794,"-el-","sawah",33364,"dasar",""
"selawat",33795,"-el-","sawat",33375,"dasar",""
"selaya",33797,"-el-","saya",33385,"dasar",""
"selayur",33799,"-el-","sayur",33405,"dasar",""
"selayut",33800,"-el-","sayut",33406,"dasar",""
"selebaran",33802,"-el-","sebaran",81007,"turunan",""
"selebaran",33802,"-el-","sebar",33425,"dasar","-an"
"selebu",33808,"-el-","sebu",33450,"dasar",""
"seleksi",33819,"-el-","seksi",33676,"dasar",""
"seleksi",33819,"-el-","seks",33672,"dasar","-i"
"selembada",33823,"-el-","sembada",34053,"dasar",""
"selempada",33826,"-el-","sempada",34170,"dasar",""
"selempang",33827,"-el-","sempang",34177,"dasar",""
"selempang (1)",33828,"-el-","sempang",34177,"dasar",""
"selempit",33830,"-el-","sempit",34183,"dasar",""
"selempuri",33832,"-el-","sempur",34194,"dasar","-i"
"selendang",33833,"-el-","sendang",34243,"dasar",""
"selender",33834,"-el-","sender",34256,"dasar",""
"seleng",33836,"-el-","seng",34277,"dasar",""
"selengat",33837,"-el-","sengat",34289,"dasar",""
"selenggara",33838,"-el-","senggara",34300,"dasar",""
"selenofobia",33841,"-el-","senofobia",34391,"dasar",""
"selenografi",33842,"-el-","senografi",34392,"dasar",""
"selenting",33848,"-el-","senting",34451,"dasar",""
"selepang",33851,"-el-","sepang",34513,"dasar",""
"selepat",33852,"-el-","sepat",34521,"dasar",""
"selepetan",33855,"-el-","sepet",34545,"dasar","-an"
"selepi",33856,"-el-","sepi",34547,"dasar",""
"selepi",33856,"-el-","sep",34490,"dasar","-i"
"selera (1)",33857,"-el-","sera",34580,"prakategorial",""
"selera (2)",33858,"-el-","sera",34580,"prakategorial",""
"selerak",33859,"-el-","serak",34595,"dasar",""
"selerang (1)",33860,"-el-","serang",34618,"dasar",""
"selerang (2)",33861,"-el-","serang",34618,"dasar",""
"seleret",33862,"-el-","seret",34731,"dasar",""
"selesai",33864,"-el-","sesai",34889,"dasar",""
"selia (1)",33868,"-el-","sia",35062,"prakategorial",""
"selia (2)",33869,"-el-","sia",35062,"prakategorial",""
"seliap",33870,"-el-","siap",35091,"dasar",""
"selidik",33874,"-el-","sidik",35145,"dasar",""
"seligi",33875,"-el-","sigi",35175,"dasar",""
"selimpang (1)",33880,"-el-","simpang",35347,"dasar",""
"selimpat (1)",33882,"-el-","simpat",35350,"prakategorial",""
"selimpat (2)",33883,"-el-","simpat",35350,"prakategorial",""
"selimpat (3)",33884,"-el-","simpat",35350,"prakategorial",""
"selimpat (4)",33885,"-el-","simpat",35350,"prakategorial",""
"seling (1)",33891,"-el-","sing",35428,"dasar",""
"seling (2)",33892,"-el-","sing",35428,"dasar",""
"seling (3)",33893,"-el-","sing",35428,"dasar",""
"selip (1)",33898,"-el-","sip",35551,"dasar",""
"selip (2)",33899,"-el-","sip",35551,"dasar",""
"selir (1)",33902,"-el-","sir",35576,"dasar",""
"selir (3)",33904,"-el-","sir",35576,"dasar",""
"selira",33905,"-el-","sira",35578,"dasar",""
"selirat",33907,"-el-","sirat",35585,"dasar",""
"seliri",33908,"-el-","siri",35591,"dasar",""
"seliri",33908,"-el-","sir",35576,"dasar","-i"
"selisih",33909,"-el-","sisih",35633,"dasar",""
"selisik",33910,"-el-","sisik",35635,"dasar",""
"selisir (2)",33913,"-el-","sisir",35640,"dasar",""
"selit",33914,"-el-","sit",35662,"dasar",""
"seliwer",33917,"-el-","siwer",35708,"dasar",""
"selobok",33919,"-el-","sobok",35802,"dasar",""
"selok",33922,"-el-","sok",35836,"dasar",""
"seloka",33923,"-el-","soka",35837,"dasar",""
"seloki",33925,"-el-","sok",35836,"dasar","-i"
"selom",33926,"-el-","som",35885,"dasar",""
"selompret",33929,"-el-","sompret",35908,"dasar",""
"selongsong",33935,"-el-","songsong",35934,"dasar",""
"selop",33938,"-el-","sop",35953,"dasar",""
"selosoh",33940,"-el-","sosoh",36010,"dasar",""
"selotong",33943,"-el-","sotong",36021,"dasar",""
"seloyak",33944,"-el-","soyak",36027,"dasar",""
"seluang",33947,"-el-","suang",36359,"dasar",""
"seluar",33948,"-el-","suar",36365,"dasar",""
"seludu",33951,"-el-","sudu",36461,"dasar",""
"seluk (2)",33957,"-el-","suk",36507,"dasar",""
"seluk (3)",33958,"-el-","suk",36507,"dasar",""
"selukat",33959,"-el-","sukat",36517,"dasar",""
"selumbar",33969,"-el-","sumbar",36594,"dasar",""
"selumbari",33970,"-el-","sumbar",36594,"dasar","-i"
"selumbat",33971,"-el-","sumbat",36595,"dasar",""
"selumur",33973,"-el-","sumur",36631,"dasar",""
"selungkap",33977,"-el-","sungkap",36672,"prakategorial",""
"selup",33979,"-el-","sup",36708,"dasar",""
"selupan",33980,"-el-","sup",36708,"dasar","-an"
"selurah",33982,"-el-","surah",36771,"dasar",""
"seluruh",33984,"-el-","suruh",36810,"dasar",""
"selusuh (2)",33986,"-el-","susuh",36836,"dasar",""
"selusur (2)",33989,"-el-","susur",36850,"dasar",""
"selut",33990,"-el-","sut",36854,"dasar",""
"sema (1)",33991,"-em-","sa",32546,"dasar",""
"sema (2)",33992,"-em-","sa",32546,"dasar",""
"semadi",33993,"-em-","sad",32598,"dasar","-i"
"semah (1)",33995,"-em-","sah",32659,"dasar",""
"semah (2)",33996,"-em-","sah",32659,"dasar",""
"semai",33997,"-em-","sai",32694,"dasar",""
"semai",33997,"-em-","sa",32546,"dasar","-i"
"semaja",33998,"-em-","saja",32711,"dasar",""
"semak",33999,"-em-","sak",32719,"dasar",""
"semak (1)",34000,"-em-","sak",32719,"dasar",""
"semak (2)",34001,"-em-","sak",32719,"dasar",""
"semakin",34002,"-em-","sakin",32759,"dasar",""
"semampai (1)",34008,"-em-","sampai",32941,"dasar",""
"semampai (1)",34008,"-em-","sampa",32938,"dasar","-i"
"semampai (2)",34009,"-em-","sampai",32941,"dasar",""
"semampai (2)",34009,"-em-","sampa",32938,"dasar","-i"
"semampang",34010,"-em-","sampang",32947,"dasar",""
"semampat",34011,"-em-","sampat",32955,"dasar",""
"semanak",34013,"-em-","sanak",32998,"dasar",""
"semanda",34014,"-em-","sanda",33004,"dasar",""
"semandera",34017,"-em-","sandera",33014,"dasar",""
"semang (1)",34018,"-em-","sang",33026,"dasar",""
"Semang (2)",34019,"-em-","sang",33026,"dasar",""
"semangat",34020,"-em-","sangat",33037,"dasar",""
"semangka (1)",34023,"-em-","sangka",33067,"dasar",""
"semangka (2)",34024,"-em-","sangka",33067,"dasar",""
"semantan",34028,"-em-","santan",33125,"dasar",""
"semantung (1)",34031,"-em-","santung",33144,"dasar",""
"semantung (2)",34032,"-em-","santung",33144,"dasar",""
"semaput",34033,"-em-","saput",33184,"dasar",""
"semara",34034,"-em-","sara",33188,"dasar",""
"semarai (1)",34035,"-em-","sara",33188,"dasar","-i"
"semarai (2)",34036,"-em-","sara",33188,"dasar","-i"
"semarak",34037,"-em-","sarak",33196,"dasar",""
"semat",34043,"-em-","sat",33307,"dasar",""
"semawang",34045,"-em-","sawang",33368,"dasar",""
"semawar",34046,"-em-","sawar",33374,"dasar",""
"semaya",34047,"-em-","saya",33385,"dasar",""
"semayi",34049,"-em-","say",33384,"dasar","-i"
"semejak",34108,"-em-","sejak",33566,"dasar",""
"semek",34110,"-em-","sek",33578,"dasar",""
"semen",34114,"-em-","sen",34210,"dasar",""
"semen (1)",34115,"-em-","sen",34210,"dasar",""
"semen (2)",34116,"-em-","sen",34210,"dasar",""
"semena",34117,"-em-","sena",34211,"dasar",""
"semenda",34119,"-em-","senda",34236,"dasar",""
"semenggah (1)",34122,"-em-","senggah",34293,"dasar",""
"semenjak",34124,"-em-","senjak",34384,"dasar",""
"sementung (1)",34131,"-em-","sentung",34472,"dasar",""
"sementung (2)",34132,"-em-","sentung",34472,"dasar",""
"semerbak",34134,"-em-","serbak",34670,"dasar",""
"semi (2)",34139,"-em-","si",35060,"dasar",""
"semiang (1)",34140,"-em-","siang",35082,"dasar",""
"semiang (2)",34141,"-em-","siang",35082,"dasar",""
"semilat",34148,"-em-","silat",35262,"dasar",""
"semilir",34149,"-em-","silir",35281,"dasar",""
"seminar (1)",34154,"-em-","sinar",35389,"dasar",""
"seminar (2)",34155,"-em-","sinar",35389,"dasar",""
"seminari",34156,"-em-","sinar",35389,"dasar","-i"
"seminau",34158,"-em-","sinau",35391,"prakategorial",""
"semir",34165,"-em-","sir",35576,"dasar",""
"semok",34169,"-em-","sok",35836,"dasar",""
"semua",34202,"-em-","sua",36343,"dasar",""
"semunian",34205,"-em-","suni",36693,"dasar","-an"
"semut",34208,"-em-","sut",36854,"dasar",""
"serabai",34581,"-er-","saba",32552,"dasar","-i"
"serabi",34582,"-er-","sabi",32573,"dasar",""
"serabut",34583,"-er-","sabut",32597,"dasar",""
"seraga",34584,"-er-","saga",32642,"dasar",""
"serah",34586,"-er-","sah",32659,"dasar",""
"serah (1)",34587,"-er-","sah",32659,"dasar",""
"serah (2)",34588,"-er-","sah",32659,"dasar",""
"serahi",34589,"-er-","sahi",32677,"dasar",""
"serahi",34589,"-er-","sah",32659,"dasar","-i"
"serai",34592,"-er-","sai",32694,"dasar",""
"serai",34592,"-er-","sa",32546,"dasar","-i"
"serai",34591,"-er-","sai",32694,"dasar",""
"serai",34591,"-er-","sa",32546,"dasar","-i"
"serak",34593,"-er-","sak",32719,"dasar",""
"serak (1)",34594,"-er-","sak",32719,"dasar",""
"serak (2)",34595,"-er-","sak",32719,"dasar",""
"serak (3)",34596,"-er-","sak",32719,"dasar",""
"serakah",34597,"-er-","sa",32546,"dasar","-kah"
"serakalan",34598,"-er-","sakal",32727,"dasar","-an"
"serama",34600,"-er-","sama",32871,"dasar",""
"serambi",34601,"-er-","sambi",32912,"dasar",""
"serampang (1)",34602,"-er-","sampang",32947,"dasar",""
"serampang (3)",34604,"-er-","sampang",32947,"dasar",""
"serampat",34606,"-er-","sampat",32955,"dasar",""
"serampu",34608,"-er-","sampu",32972,"dasar",""
"serampuk",34609,"-er-","sampuk",32973,"dasar",""
"serana (1)",34611,"-er-","sana",32996,"dasar",""
"serana (2)",34612,"-er-","sana",32996,"dasar",""
"serandang",34614,"-er-","sandang",33009,"dasar",""
"serang (1)",34618,"-er-","sang",33026,"dasar",""
"serang (1)",34621,"-er-","sang",33026,"dasar",""
"serang (2)",34622,"-er-","sang",33026,"dasar",""
"serang (3)",34620,"-er-","sang",33026,"dasar",""
"serangga",34623,"-er-","sangga",33040,"dasar",""
